kind,space,subspace,spaceIcon,subspaceIcon,title,prompt,modelAnswer
interview,Entrevista,COBOL,,,COBOL Ent 136,Qual a importância da cláusula COPY em projetos grandes (pergunta 136)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 137,Como você otimiza um INSERT massivo no DB2 (pergunta 137)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 138,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 138)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 139,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 139)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 140,Explique como funciona o BMS no CICS (pergunta 140)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 141,Qual a importância da cláusula COPY em projetos grandes (pergunta 141)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 142,Como você otimiza um INSERT massivo no DB2 (pergunta 142)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 143,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 143)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 144,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 144)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 145,Explique como funciona o BMS no CICS (pergunta 145)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 146,Qual a importância da cláusula COPY em projetos grandes (pergunta 146)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 147,Como você otimiza um INSERT massivo no DB2 (pergunta 147)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 148,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 148)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 149,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 149)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 150,Explique como funciona o BMS no CICS (pergunta 150)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 151,Qual a importância da cláusula COPY em projetos grandes (pergunta 151)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 152,Como você otimiza um INSERT massivo no DB2 (pergunta 152)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 153,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 153)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 154,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 154)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 155,Explique como funciona o BMS no CICS (pergunta 155)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 156,Qual a importância da cláusula COPY em projetos grandes (pergunta 156)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 157,Como você otimiza um INSERT massivo no DB2 (pergunta 157)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 158,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 158)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 159,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 159)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 160,Explique como funciona o BMS no CICS (pergunta 160)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 161,Qual a importância da cláusula COPY em projetos grandes (pergunta 161)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 162,Como você otimiza um INSERT massivo no DB2 (pergunta 162)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 163,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 163)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 164,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 164)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 165,Explique como funciona o BMS no CICS (pergunta 165)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 166,Qual a importância da cláusula COPY em projetos grandes (pergunta 166)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 167,Como você otimiza um INSERT massivo no DB2 (pergunta 167)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 168,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 168)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 169,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 169)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 170,Explique como funciona o BMS no CICS (pergunta 170)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 171,Qual a importância da cláusula COPY em projetos grandes (pergunta 171)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 172,Como você otimiza um INSERT massivo no DB2 (pergunta 172)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 173,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 173)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 174,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 174)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 175,Explique como funciona o BMS no CICS (pergunta 175)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 176,Qual a importância da cláusula COPY em projetos grandes (pergunta 176)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 177,Como você otimiza um INSERT massivo no DB2 (pergunta 177)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 178,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 178)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 179,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 179)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 180,Explique como funciona o BMS no CICS (pergunta 180)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 181,Qual a importância da cláusula COPY em projetos grandes (pergunta 181)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 182,Como você otimiza um INSERT massivo no DB2 (pergunta 182)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 183,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 183)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 184,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 184)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
interview,Entrevista,CICS,,,CICS Ent 185,Explique como funciona o BMS no CICS (pergunta 185)?,"BMS (Basic Mapping Support) separa a definição de tela da lógica do programa. Macros DFHMSD (mapset), DFHMDI (mapa individual) e DFHMDF (campo) definem layout e atributos. A compilação gera dois outputs: 1) Mapa físico (load module com formatação de tela) — usado pelo CICS para renderizar. 2) Mapa simbólico (copybook COBOL com DSECT) — estrutura de dados para o programa. SEND MAP envia tela formatada; RECEIVE MAP recebe dados digitados."
interview,Entrevista,COBOL,,,COBOL Ent 186,Qual a importância da cláusula COPY em projetos grandes (pergunta 186)?,"COPY é essencial em projetos grandes porque centraliza layouts de registros, constantes e estruturas em copybooks compartilhados. Se um layout de arquivo muda, atualiza-se o copybook e recompila-se todos os programas — sem COPY, cada programa teria sua própria cópia do layout, criando inconsistências. REPLACING permite customizar prefixos. Em equipes, copybooks são o contrato de interface entre programas. Versionamento e documentação de copybooks são críticos."
interview,Entrevista,DB2,,,DB2 Ent 187,Como você otimiza um INSERT massivo no DB2 (pergunta 187)?,"1) Usar LOAD utility em vez de INSERT individual — bypassa log e lock, muito mais rápido. 2) Se precisa ser programático: INSERT de múltiplas rows (INSERT INTO T VALUES (...),(...),(...)) quando possível. 3) COMMIT a cada 5000-10000 rows. 4) LOG(NO) no tablespace temporariamente. 5) Dropar índices antes da carga e recriar depois. 6) LOCKSIZE TABLESPACE durante a carga para evitar overhead de row locking. 7) RUNSTATS após a carga para estatísticas atuais."
interview,Entrevista,JCL,,,JCL Ent 188,Explique como você gerencia ambientes DEV/QA/PROD via JCL (pergunta 188)?,"Uso PROCs parametrizadas com variáveis simbólicas para ambiente: &ENV (DEV/QA/PROD), &HLQD (HLQ de dados), &HLQL (HLQ de load library). SET statements ou parâmetros na invocação definem o ambiente. Exemplo: EXEC MYPROC,ENV=PROD. A PROC resolve: DSN=&HLQD..&ENV..DADOS. Isso permite um único JCL/PROC para todos os ambientes, reduzindo erros de promoção. Schedulers gerenciam promoção automática com bibliotecas por ambiente."
interview,Entrevista,Geral,,,Geral Ent 189,Como você se mantém atualizado sobre tecnologias mainframe (pergunta 189)?,"1) IBM Z documentation e Redbooks para novas versões de z/OS, COBOL, DB2, CICS. 2) Comunidades: IBM Z and LinuxONE Community, Open Mainframe Project. 3) Prática: IBM zXplore (z/OS learning system) para hands-on. 4) Conferências: SHARE, IBM TechU. 5) Blogs técnicos e YouTube channels focados em mainframe. 6) Projetos pessoais como o Emunah Bank Lab para experimentar. 7) Certificações IBM para validar conhecimento."
