kind,space,subspace,spaceIcon,subspaceIcon,title,lang,description,code
code,mainframe,jcl/generico,,,JCL 249 - PROC in-stream parametrizada para estoque em retorno bancário,jcl,"Define uma procedure no próprio job com símbolos para variar entrada, saída e modo de execução da rotina de retorno bancário.","//ISP249   JOB (ACCT),'ESTQ RET',CLASS=A,MSGCLASS=X
//ETAPA     PROC ARQIN=,ARQOUT=
//STEP1     EXEC PGM=PRCESTQ
//INFILE    DD   DSN=&ARQIN,DISP=SHR
//OUTFILE   DD   DSN=&ARQOUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//          PEND
//RUNPROC   EXEC ETAPA,ARQIN=USER.ESTQ.RET.RAW.BA,ARQOUT=USER.ESTQ.RET.NORM.BA"
code,mainframe,jcl/dd,,,JCL 250 - DISP detalhado para arquivo de estoque em retorno bancário,jcl,"Mostra um triplo DISP NEW,KEEP,DELETE e o efeito prático de sucesso, falha ou término anormal sobre um dataset de estoque.","//DSP250   JOB (ACCT),'ESTQ RET',CLASS=A,MSGCLASS=X
//STEP1     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.ESTQ.RET.ARQ.BA,DISP=(NEW,KEEP,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
code,mainframe,jcl/basico,,,JCL 251 - JOB de fechamento diário para crédito com CLASS=A e MSGCLASS=X,jcl,"Configura um JOB batch para crédito, ajustando fila, saída de mensagens e NOTIFY para o lote de fechamento diário.","//JOB251   JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.CRED.FCH.TEMP.PR,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
code,mainframe,jcl/datasets,,,JCL 252 - IEFBR14 para alocar arquivo de fechamento diário em crédito,jcl,"Aloca e cataloga um dataset para a rotina de fechamento diário de crédito, variando DCB e SPACE conforme o cenário.","//ALOC252 JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.CRED.FCH.ENTRADA.PR,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/utilitarios,,,JCL 253 - DFSORT para ordenar registros de crédito na rotina de fechamento diário,jcl,"Ordena um arquivo sequencial usando chave posicional, útil para preparar dados de crédito antes do passo de fechamento diário.","//SRT253   JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X
//SORTSTEP  EXEC PGM=SORT
//SORTIN    DD   DSN=USER.CRED.FCH.INPUT.PR,DISP=SHR
//SORTOUT   DD   DSN=USER.CRED.FCH.SORTED.PR,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA
//SYSIN     DD   *
  SORT FIELDS=(1,5,CH,A)
  OPTION EQUALS
/*"
code,mainframe,jcl/utilitarios,,,JCL 254 - IEBCOPY para promover membros de crédito em fechamento diário,jcl,"Copia membros selecionados entre bibliotecas particionadas, típico de promoção de utilitários ou PROC de crédito.","//CPY254   JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X
//CPYLIB    EXEC PGM=IEBCOPY
//SYSPRINT  DD   SYSOUT=*
//SYSUT1    DD   DSN=USER.CRED.FCH.PDS.SOURCE,DISP=SHR
//SYSUT2    DD   DSN=USER.CRED.FCH.PDS.TARGET,DISP=SHR
//SYSIN     DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
  SELECT MEMBER=(CREDFCH)
/*"
code,mainframe,jcl/utilitarios,,,JCL 255 - IDCAMS DEFINE CLUSTER para VSAM de crédito em fechamento diário,jcl,"Cria um KSDS para armazenar dados de crédito, ajustando tamanho de chave e de registro conforme a rotina de fechamento diário.","//IDC255   JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X
//DEFKSDS   EXEC PGM=IDCAMS
//SYSPRINT  DD   SYSOUT=*
//SYSIN     DD   *
  DEFINE CLUSTER(NAME(USER.CRED.FCH.KSDS) -
         INDEXED -
         KEYS(8 0) -
         RECORDSIZE(120 120) -
         SHAREOPTIONS(2 3) -
         VOLUMES(WRK001)) -
         DATA(NAME(USER.CRED.FCH.KSDS.DATA)) -
         INDEX(NAME(USER.CRED.FCH.KSDS.INDEX))
/*"
code,mainframe,jcl/execucao,,,JCL 256 - COND para bloquear step de fechamento diário em crédito,jcl,Pula a etapa seguinte quando a validação de crédito retorna RC compatível com a regra operacional definida para fechamento diário.,"//COND256 JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//VALIDA    EXEC PGM=VALCRED
//ENTRADA   DD   DSN=USER.CRED.FCH.INPUT.PR,DISP=SHR
//PROCESSA  EXEC PGM=PRCCRED,COND=(4,LT,VALIDA)
//SAIDA     DD   DSN=USER.CRED.FCH.SAIDA.PR,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/execucao,,,JCL 257 - IF/THEN/ELSE para desviar processamento de crédito em fechamento diário,jcl,"Encaminha o job para o caminho normal ou alternativo de fechamento diário, conforme RC do step anterior.","//IF257    JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X
//EXTRAI    EXEC PGM=EXTCRED
//CHECKRC   IF (EXTRAI.RC <= 0) THEN
//CARGA     EXEC PGM=LDCRED
//OUTOK     DD   DSN=USER.CRED.FCH.OK.PR,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//ELSE
//ERRO      EXEC PGM=GERRPT
//OUTERR    DD   DSN=USER.CRED.FCH.ERRO.PR,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA
//ENDIF     ENDIF"
code,mainframe,jcl/procedures,,,JCL 258 - PROC catalogada para fechamento diário de crédito,jcl,Chama uma PROC reutilizável e sobrescreve parâmetros simbólicos para adaptar o processamento ao domínio de crédito.,"//PRC258   JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X
//EXECROT   EXEC PROCCRED,ARQIN=USER.CRED.FCH.IN.PR,ARQOUT=USER.CRED.FCH.OUT.PR,
//             REG=0M,TIPO=FCH"
code,mainframe,jcl/generico,,,JCL 259 - PROC in-stream parametrizada para crédito em fechamento diário,jcl,"Define uma procedure no próprio job com símbolos para variar entrada, saída e modo de execução da rotina de fechamento diário.","//ISP259   JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X
//ETAPA     PROC ARQIN=,ARQOUT=
//STEP1     EXEC PGM=PRCCRED
//INFILE    DD   DSN=&ARQIN,DISP=SHR
//OUTFILE   DD   DSN=&ARQOUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//          PEND
//RUNPROC   EXEC ETAPA,ARQIN=USER.CRED.FCH.RAW.PR,ARQOUT=USER.CRED.FCH.NORM.PR"
code,mainframe,jcl/dd,,,JCL 260 - DISP detalhado para arquivo de crédito em fechamento diário,jcl,"Mostra um triplo DISP NEW,CATLG,DELETE e o efeito prático de sucesso, falha ou término anormal sobre um dataset de crédito.","//DSP260   JOB (ACCT),'CRED FCH',CLASS=A,MSGCLASS=X
//STEP1     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.CRED.FCH.ARQ.PR,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
code,mainframe,jcl/basico,,,JCL 261 - JOB de carga mensal para crédito com CLASS=B e MSGCLASS=H,jcl,"Configura um JOB batch para crédito, ajustando fila, saída de mensagens e NOTIFY para o lote de carga mensal.","//JOB261   JOB (ACCT),'CRED CRG',CLASS=B,MSGCLASS=H,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.CRED.CRG.TEMP.SC,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
code,mainframe,jcl/datasets,,,JCL 262 - IEFBR14 para alocar arquivo de carga mensal em crédito,jcl,"Aloca e cataloga um dataset para a rotina de carga mensal de crédito, variando DCB e SPACE conforme o cenário.","//ALOC262 JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.CRED.CRG.ENTRADA.SC,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=VB,LRECL=120,BLKSIZE=27920),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/utilitarios,,,JCL 263 - DFSORT para ordenar registros de crédito na rotina de carga mensal,jcl,"Ordena um arquivo sequencial usando chave posicional, útil para preparar dados de crédito antes do passo de carga mensal.","//SRT263   JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X
//SORTSTEP  EXEC PGM=SORT
//SORTIN    DD   DSN=USER.CRED.CRG.INPUT.SC,DISP=SHR
//SORTOUT   DD   DSN=USER.CRED.CRG.SORTED.SC,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA
//SYSIN     DD   *
  SORT FIELDS=(6,8,A,A)
  OPTION EQUALS
/*"
code,mainframe,jcl/utilitarios,,,JCL 264 - IEBCOPY para promover membros de crédito em carga mensal,jcl,"Copia membros selecionados entre bibliotecas particionadas, típico de promoção de utilitários ou PROC de crédito.","//CPY264   JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X
//CPYLIB    EXEC PGM=IEBCOPY
//SYSPRINT  DD   SYSOUT=*
//SYSUT1    DD   DSN=USER.CRED.CRG.PDS.SOURCE,DISP=SHR
//SYSUT2    DD   DSN=USER.CRED.CRG.PDS.TARGET,DISP=SHR
//SYSIN     DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
  SELECT MEMBER=(CREDCRG)
/*"
code,mainframe,jcl/utilitarios,,,JCL 265 - IDCAMS DEFINE CLUSTER para VSAM de crédito em carga mensal,jcl,"Cria um KSDS para armazenar dados de crédito, ajustando tamanho de chave e de registro conforme a rotina de carga mensal.","//IDC265   JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X
//DEFKSDS   EXEC PGM=IDCAMS
//SYSPRINT  DD   SYSOUT=*
//SYSIN     DD   *
  DEFINE CLUSTER(NAME(USER.CRED.CRG.KSDS) -
         INDEXED -
         KEYS(10 0) -
         RECORDSIZE(200 200) -
         SHAREOPTIONS(2 3) -
         VOLUMES(WRK001)) -
         DATA(NAME(USER.CRED.CRG.KSDS.DATA)) -
         INDEX(NAME(USER.CRED.CRG.KSDS.INDEX))
/*"
code,mainframe,jcl/execucao,,,JCL 266 - COND para bloquear step de carga mensal em crédito,jcl,Pula a etapa seguinte quando a validação de crédito retorna RC compatível com a regra operacional definida para carga mensal.,"//COND266 JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//VALIDA    EXEC PGM=VALCRED
//ENTRADA   DD   DSN=USER.CRED.CRG.INPUT.SC,DISP=SHR
//PROCESSA  EXEC PGM=PRCCRED,COND=(8,LE,VALIDA)
//SAIDA     DD   DSN=USER.CRED.CRG.SAIDA.SC,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/execucao,,,JCL 267 - IF/THEN/ELSE para desviar processamento de crédito em carga mensal,jcl,"Encaminha o job para o caminho normal ou alternativo de carga mensal, conforme RC do step anterior.","//IF267    JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X
//EXTRAI    EXEC PGM=EXTCRED
//CHECKRC   IF (EXTRAI.RC <= 4) THEN
//CARGA     EXEC PGM=LDCRED
//OUTOK     DD   DSN=USER.CRED.CRG.OK.SC,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//ELSE
//ERRO      EXEC PGM=GERRPT
//OUTERR    DD   DSN=USER.CRED.CRG.ERRO.SC,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA
//ENDIF     ENDIF"
code,mainframe,jcl/procedures,,,JCL 268 - PROC catalogada para carga mensal de crédito,jcl,Chama uma PROC reutilizável e sobrescreve parâmetros simbólicos para adaptar o processamento ao domínio de crédito.,"//PRC268   JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X
//EXECROT   EXEC PROCCRED,ARQIN=USER.CRED.CRG.IN.SC,ARQOUT=USER.CRED.CRG.OUT.SC,
//             REG=32M,TIPO=CRG"
code,mainframe,jcl/generico,,,JCL 269 - PROC in-stream parametrizada para crédito em carga mensal,jcl,"Define uma procedure no próprio job com símbolos para variar entrada, saída e modo de execução da rotina de carga mensal.","//ISP269   JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X
//ETAPA     PROC ARQIN=,ARQOUT=
//STEP1     EXEC PGM=PRCCRED
//INFILE    DD   DSN=&ARQIN,DISP=SHR
//OUTFILE   DD   DSN=&ARQOUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//          PEND
//RUNPROC   EXEC ETAPA,ARQIN=USER.CRED.CRG.RAW.SC,ARQOUT=USER.CRED.CRG.NORM.SC"
code,mainframe,jcl/dd,,,JCL 270 - DISP detalhado para arquivo de crédito em carga mensal,jcl,"Mostra um triplo DISP MOD,CATLG,KEEP e o efeito prático de sucesso, falha ou término anormal sobre um dataset de crédito.","//DSP270   JOB (ACCT),'CRED CRG',CLASS=A,MSGCLASS=X
//STEP1     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.CRED.CRG.ARQ.SC,DISP=(MOD,CATLG,KEEP),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
code,mainframe,jcl/basico,,,JCL 271 - JOB de reconciliação para crédito com CLASS=C e MSGCLASS=J,jcl,"Configura um JOB batch para crédito, ajustando fila, saída de mensagens e NOTIFY para o lote de reconciliação.","//JOB271   JOB (ACCT),'CRED REC',CLASS=C,MSGCLASS=J,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.CRED.REC.TEMP.RS,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
code,mainframe,jcl/datasets,,,JCL 272 - IEFBR14 para alocar arquivo de reconciliação em crédito,jcl,"Aloca e cataloga um dataset para a rotina de reconciliação de crédito, variando DCB e SPACE conforme o cenário.","//ALOC272 JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.CRED.REC.ENTRADA.RS,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=FB,LRECL=150,BLKSIZE=30000),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/utilitarios,,,JCL 273 - DFSORT para ordenar registros de crédito na rotina de reconciliação,jcl,"Ordena um arquivo sequencial usando chave posicional, útil para preparar dados de crédito antes do passo de reconciliação.","//SRT273   JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X
//SORTSTEP  EXEC PGM=SORT
//SORTIN    DD   DSN=USER.CRED.REC.INPUT.RS,DISP=SHR
//SORTOUT   DD   DSN=USER.CRED.REC.SORTED.RS,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA
//SYSIN     DD   *
  SORT FIELDS=(14,4,ZD,A)
  OPTION EQUALS
/*"
code,mainframe,jcl/utilitarios,,,JCL 274 - IEBCOPY para promover membros de crédito em reconciliação,jcl,"Copia membros selecionados entre bibliotecas particionadas, típico de promoção de utilitários ou PROC de crédito.","//CPY274   JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X
//CPYLIB    EXEC PGM=IEBCOPY
//SYSPRINT  DD   SYSOUT=*
//SYSUT1    DD   DSN=USER.CRED.REC.PDS.SOURCE,DISP=SHR
//SYSUT2    DD   DSN=USER.CRED.REC.PDS.TARGET,DISP=SHR
//SYSIN     DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
  SELECT MEMBER=(CREDREC)
/*"
code,mainframe,jcl/utilitarios,,,JCL 275 - IDCAMS DEFINE CLUSTER para VSAM de crédito em reconciliação,jcl,"Cria um KSDS para armazenar dados de crédito, ajustando tamanho de chave e de registro conforme a rotina de reconciliação.","//IDC275   JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X
//DEFKSDS   EXEC PGM=IDCAMS
//SYSPRINT  DD   SYSOUT=*
//SYSIN     DD   *
  DEFINE CLUSTER(NAME(USER.CRED.REC.KSDS) -
         INDEXED -
         KEYS(12 0) -
         RECORDSIZE(300 300) -
         SHAREOPTIONS(2 3) -
         VOLUMES(WRK001)) -
         DATA(NAME(USER.CRED.REC.KSDS.DATA)) -
         INDEX(NAME(USER.CRED.REC.KSDS.INDEX))
/*"
code,mainframe,jcl/execucao,,,JCL 276 - COND para bloquear step de reconciliação em crédito,jcl,Pula a etapa seguinte quando a validação de crédito retorna RC compatível com a regra operacional definida para reconciliação.,"//COND276 JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//VALIDA    EXEC PGM=VALCRED
//ENTRADA   DD   DSN=USER.CRED.REC.INPUT.RS,DISP=SHR
//PROCESSA  EXEC PGM=PRCCRED,COND=(12,EQ,VALIDA)
//SAIDA     DD   DSN=USER.CRED.REC.SAIDA.RS,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/execucao,,,JCL 277 - IF/THEN/ELSE para desviar processamento de crédito em reconciliação,jcl,"Encaminha o job para o caminho normal ou alternativo de reconciliação, conforme RC do step anterior.","//IF277    JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X
//EXTRAI    EXEC PGM=EXTCRED
//CHECKRC   IF (EXTRAI.RC <= 8) THEN
//CARGA     EXEC PGM=LDCRED
//OUTOK     DD   DSN=USER.CRED.REC.OK.RS,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//ELSE
//ERRO      EXEC PGM=GERRPT
//OUTERR    DD   DSN=USER.CRED.REC.ERRO.RS,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA
//ENDIF     ENDIF"
code,mainframe,jcl/procedures,,,JCL 278 - PROC catalogada para reconciliação de crédito,jcl,Chama uma PROC reutilizável e sobrescreve parâmetros simbólicos para adaptar o processamento ao domínio de crédito.,"//PRC278   JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X
//EXECROT   EXEC PROCCRED,ARQIN=USER.CRED.REC.IN.RS,ARQOUT=USER.CRED.REC.OUT.RS,
//             REG=64M,TIPO=REC"
code,mainframe,jcl/generico,,,JCL 279 - PROC in-stream parametrizada para crédito em reconciliação,jcl,"Define uma procedure no próprio job com símbolos para variar entrada, saída e modo de execução da rotina de reconciliação.","//ISP279   JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X
//ETAPA     PROC ARQIN=,ARQOUT=
//STEP1     EXEC PGM=PRCCRED
//INFILE    DD   DSN=&ARQIN,DISP=SHR
//OUTFILE   DD   DSN=&ARQOUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//          PEND
//RUNPROC   EXEC ETAPA,ARQIN=USER.CRED.REC.RAW.RS,ARQOUT=USER.CRED.REC.NORM.RS"
code,mainframe,jcl/dd,,,JCL 280 - DISP detalhado para arquivo de crédito em reconciliação,jcl,"Mostra um triplo DISP OLD,DELETE,DELETE e o efeito prático de sucesso, falha ou término anormal sobre um dataset de crédito.","//DSP280   JOB (ACCT),'CRED REC',CLASS=A,MSGCLASS=X
//STEP1     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.CRED.REC.ARQ.RS,DISP=(OLD,DELETE,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
code,mainframe,jcl/basico,,,JCL 281 - JOB de relatório gerencial para crédito com CLASS=D e MSGCLASS=K,jcl,"Configura um JOB batch para crédito, ajustando fila, saída de mensagens e NOTIFY para o lote de relatório gerencial.","//JOB281   JOB (ACCT),'CRED REL',CLASS=D,MSGCLASS=K,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.CRED.REL.TEMP.GO,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
code,mainframe,jcl/datasets,,,JCL 282 - IEFBR14 para alocar arquivo de relatório gerencial em crédito,jcl,"Aloca e cataloga um dataset para a rotina de relatório gerencial de crédito, variando DCB e SPACE conforme o cenário.","//ALOC282 JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//ALLOC     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.CRED.REL.ENTRADA.GO,DISP=(NEW,CATLG,DELETE),
//             DCB=(RECFM=FB,LRECL=200,BLKSIZE=20000),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/utilitarios,,,JCL 283 - DFSORT para ordenar registros de crédito na rotina de relatório gerencial,jcl,"Ordena um arquivo sequencial usando chave posicional, útil para preparar dados de crédito antes do passo de relatório gerencial.","//SRT283   JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X
//SORTSTEP  EXEC PGM=SORT
//SORTIN    DD   DSN=USER.CRED.REL.INPUT.GO,DISP=SHR
//SORTOUT   DD   DSN=USER.CRED.REL.SORTED.GO,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA
//SYSIN     DD   *
  SORT FIELDS=(18,6,CH,A)
  OPTION EQUALS
/*"
code,mainframe,jcl/utilitarios,,,JCL 284 - IEBCOPY para promover membros de crédito em relatório gerencial,jcl,"Copia membros selecionados entre bibliotecas particionadas, típico de promoção de utilitários ou PROC de crédito.","//CPY284   JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X
//CPYLIB    EXEC PGM=IEBCOPY
//SYSPRINT  DD   SYSOUT=*
//SYSUT1    DD   DSN=USER.CRED.REL.PDS.SOURCE,DISP=SHR
//SYSUT2    DD   DSN=USER.CRED.REL.PDS.TARGET,DISP=SHR
//SYSIN     DD   *
  COPY OUTDD=SYSUT2,INDD=SYSUT1
  SELECT MEMBER=(CREDREL)
/*"
code,mainframe,jcl/utilitarios,,,JCL 285 - IDCAMS DEFINE CLUSTER para VSAM de crédito em relatório gerencial,jcl,"Cria um KSDS para armazenar dados de crédito, ajustando tamanho de chave e de registro conforme a rotina de relatório gerencial.","//IDC285   JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X
//DEFKSDS   EXEC PGM=IDCAMS
//SYSPRINT  DD   SYSOUT=*
//SYSIN     DD   *
  DEFINE CLUSTER(NAME(USER.CRED.REL.KSDS) -
         INDEXED -
         KEYS(6 0) -
         RECORDSIZE(80 80) -
         SHAREOPTIONS(2 3) -
         VOLUMES(WRK001)) -
         DATA(NAME(USER.CRED.REL.KSDS.DATA)) -
         INDEX(NAME(USER.CRED.REL.KSDS.INDEX))
/*"
code,mainframe,jcl/execucao,,,JCL 286 - COND para bloquear step de relatório gerencial em crédito,jcl,Pula a etapa seguinte quando a validação de crédito retorna RC compatível com a regra operacional definida para relatório gerencial.,"//COND286 JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X,NOTIFY=&SYSUID
//VALIDA    EXEC PGM=VALCRED
//ENTRADA   DD   DSN=USER.CRED.REL.INPUT.GO,DISP=SHR
//PROCESSA  EXEC PGM=PRCCRED,COND=(16,GE,VALIDA)
//SAIDA     DD   DSN=USER.CRED.REL.SAIDA.GO,DISP=(NEW,CATLG,DELETE),
//             SPACE=(CYL,(1,1),RLSE),UNIT=SYSDA"
code,mainframe,jcl/execucao,,,JCL 287 - IF/THEN/ELSE para desviar processamento de crédito em relatório gerencial,jcl,"Encaminha o job para o caminho normal ou alternativo de relatório gerencial, conforme RC do step anterior.","//IF287    JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X
//EXTRAI    EXEC PGM=EXTCRED
//CHECKRC   IF (EXTRAI.RC <= 12) THEN
//CARGA     EXEC PGM=LDCRED
//OUTOK     DD   DSN=USER.CRED.REL.OK.GO,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//ELSE
//ERRO      EXEC PGM=GERRPT
//OUTERR    DD   DSN=USER.CRED.REL.ERRO.GO,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA
//ENDIF     ENDIF"
code,mainframe,jcl/procedures,,,JCL 288 - PROC catalogada para relatório gerencial de crédito,jcl,Chama uma PROC reutilizável e sobrescreve parâmetros simbólicos para adaptar o processamento ao domínio de crédito.,"//PRC288   JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X
//EXECROT   EXEC PROCCRED,ARQIN=USER.CRED.REL.IN.GO,ARQOUT=USER.CRED.REL.OUT.GO,
//             REG=96M,TIPO=REL"
code,mainframe,jcl/generico,,,JCL 289 - PROC in-stream parametrizada para crédito em relatório gerencial,jcl,"Define uma procedure no próprio job com símbolos para variar entrada, saída e modo de execução da rotina de relatório gerencial.","//ISP289   JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X
//ETAPA     PROC ARQIN=,ARQOUT=
//STEP1     EXEC PGM=PRCCRED
//INFILE    DD   DSN=&ARQIN,DISP=SHR
//OUTFILE   DD   DSN=&ARQOUT,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(2,1)),UNIT=SYSDA
//          PEND
//RUNPROC   EXEC ETAPA,ARQIN=USER.CRED.REL.RAW.GO,ARQOUT=USER.CRED.REL.NORM.GO"
code,mainframe,jcl/dd,,,JCL 290 - DISP detalhado para arquivo de crédito em relatório gerencial,jcl,"Mostra um triplo DISP SHR,KEEP,KEEP e o efeito prático de sucesso, falha ou término anormal sobre um dataset de crédito.","//DSP290   JOB (ACCT),'CRED REL',CLASS=A,MSGCLASS=X
//STEP1     EXEC PGM=IEFBR14
//ARQ1      DD   DSN=USER.CRED.REL.ARQ.GO,DISP=(SHR,KEEP,KEEP),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA"
code,mainframe,jcl/basico,,,JCL 291 - JOB de retorno bancário para crédito com CLASS=E e MSGCLASS=T,jcl,"Configura um JOB batch para crédito, ajustando fila, saída de mensagens e NOTIFY para o lote de retorno bancário.","//JOB291   JOB (ACCT),'CRED RET',CLASS=E,MSGCLASS=T,NOTIFY=&SYSUID
//STEP1     EXEC PGM=IEFBR14
//DD1       DD   DSN=USER.CRED.RET.TEMP.DF,DISP=(NEW,CATLG,DELETE),
//             SPACE=(TRK,(1,1)),UNIT=SYSDA,
//             DCB=(RECFM=FB,LRECL=80,BLKSIZE=800)"
