space,subspace,title,prompt,answer
Perguntas Estudo,DB2,GRANT e REVOKE,Explique GRANT e REVOKE no DB2.,"GRANT SELECT, INSERT, UPDATE, DELETE ON tabela TO userid/role. GRANT EXECUTE ON PROCEDURE proc TO PUBLIC. REVOKE retira permissão. Granularidade: DATABASE, TABLESPACE, TABLE, COLUMN, PACKAGE, PROCEDURE, FUNCTION. WITH GRANT OPTION permite o grantee repassar a permissão. SYSADM tem todas as permissões."
Perguntas Estudo,JCL,PARM,Como passar PARM para um programa?,"//STEP1 EXEC PGM=PROG1,PARM='PARAM1,PARAM2' ou PARM=('value'). O programa recebe via JCL PARM: COBOL aceita na PROCEDURE DIVISION com USING, ou via ACCEPT FROM JCL. Assembly: R1 aponta para halfword length + dados. Máximo 100 caracteres. Para mais dados, use SYSIN com DD * ou dataset."
Perguntas Estudo,Segurança,PassTicket,O que é PassTicket?,"É uma senha one-time gerada algoritmicamente a partir do userid, application name, e timestamp. Válida por ~10 minutos. Usada para autenticação automatizada entre sistemas sem transmitir senha real. RACF valida o PassTicket contra o mesmo algoritmo. Comum em automação de jobs, CICS sign-on automático, e integrações cross-platform."
Perguntas Estudo,Segurança,Digital Certificates,Como o z/OS usa certificados digitais?,"RACF pode armazenar certificados X.509 em keyrings. Usados para: TLS/SSL em comunicações TCP/IP, autenticação de usuários via certificado, assinatura digital de code signing. RACDCERT ADD/GENCERT/CONNECT gerencia certificados. z/OS ICSF (Integrated Cryptographic Service Facility) fornece hardware cryptographic para performance."
Perguntas Estudo,Performance,RMF,O que é RMF?,"Resource Measurement Facility é a ferramenta de monitoramento de performance do z/OS. Coleta dados de CPU, memória, I/O, enqueue, workload. Monitor I: real-time (sysplex, processor, storage). Monitor II: long-term reporting. Monitor III: workload activity. Dados usados para capacity planning, performance tuning e SLA monitoring. Relatórios via RMF Reporter ou ferramentas de terceiros."
Perguntas Estudo,Performance,Tuning Batch,Cite 5 técnicas de tuning para jobs batch.,"1) Otimizar BLKSIZE (half-track blocking: 27998 para 3390). 2) Usar DFSORT com otimizações (HIPERSPACE, DYNALLOC). 3) Minimizar I/O com BUFNO aumentado. 4) Evitar IEBGENER para cópias grandes — usar ADRDSSU. 5) Paralelizar steps independentes com JES2 scheduling ou ferramentas de automação."
Perguntas Estudo,COBOL,COMPUTE,Explique o verbo COMPUTE.,"COMPUTE WS-RESULT = (WS-A + WS-B) * WS-C / WS-D. Permite expressões aritméticas complexas em uma linha, usando +, -, *, /, **. Mais legível que ADD/SUBTRACT/MULTIPLY/DIVIDE sequenciais. Suporta ON SIZE ERROR. O tipo do campo receptor determina a precisão do resultado. ROUNDED arredonda em vez de truncar."
Perguntas Estudo,COBOL,MOVE Rules,Quais as regras de MOVE no COBOL?,"Alfanumérico: alinhado à esquerda, preenchido com espaços à direita, truncado à direita se menor. Numérico: alinhado pelo ponto decimal (V), preenchido com zeros, truncado se menor. MOVE SPACES TO numérico é ilegal. MOVE de grupo é sempre alfanumérico (sem conversão). MOVE CORRESPONDING move campos de mesmo nome entre grupos."
Perguntas Estudo,COBOL,Condition Names,Como usar níveis 88 eficientemente?,01 WS-STATUS PIC X(1). 88 WS-ATIVO VALUE 'A'. 88 WS-INATIVO VALUE 'I'. 88 WS-CANCELADO VALUE 'C'. 88 WS-VALIDO VALUE 'A' 'I' 'C'. Na PROCEDURE: IF WS-ATIVO PERFORM PROC-ATIVO. SET WS-ATIVO TO TRUE (move 'A' para WS-STATUS). Melhora legibilidade enormemente — auto-documentam os valores válidos.
Perguntas Estudo,COBOL,COMP Fields Size,Como calcular o tamanho de campos COMP?,COMP (BINARY): PIC S9(1) a S9(4)=2 bytes. S9(5) a S9(9)=4 bytes. S9(10) a S9(18)=8 bytes. COMP-3 (PACKED): bytes = INT((dígitos+1)/2). PIC S9(7) COMP-3 = (7+1)/2 = 4 bytes. COMP-1=4 bytes (float single). COMP-2=8 bytes (float double). COMP-5=binário nativo sem truncamento COBOL.
Perguntas Estudo,DB2,NULL Handling,Como tratar NULLs no DB2/COBOL?,"Usar indicator variables em toda query que pode retornar NULL. COALESCE(coluna, valor_default) ou IFNULL no SQL substitui NULL por valor. IS NULL / IS NOT NULL nos predicados WHERE. COUNT(*) conta rows com NULL; COUNT(coluna) ignora NULLs. Em GROUP BY, NULLs são agrupados juntos. NULLs complicam comparações: NULL = NULL é desconhecido, não verdadeiro."
Perguntas Estudo,DB2,Index Design,Como projetar índices DB2 eficientes?,1) Criar índice na coluna mais usada em WHERE com alta seletividade. 2) Matching columns: ordem das colunas no índice deve casar com a ordem dos predicados. 3) Include columns evitam table access (index-only access). 4) Não indexar colunas com baixa cardinalidade (ex: sexo M/F). 5) Muitos índices degradam INSERT/UPDATE. 6) CLUSTER INDEX para range scans.
Perguntas Estudo,DB2,CASE Expression,Explique CASE no SQL do DB2.,"SELECT NOME, CASE WHEN SALDO > 10000 THEN 'PREMIUM' WHEN SALDO > 1000 THEN 'REGULAR' ELSE 'BASICO' END AS CATEGORIA FROM CONTAS. CASE avaliado na ordem — primeiro WHEN verdadeiro é retornado. Pode ser simples (CASE coluna WHEN valor THEN resultado) ou searched (CASE WHEN condição THEN resultado). Usado em SELECT, WHERE, ORDER BY."
Perguntas Estudo,DB2,UNION vs UNION ALL,Diferencie UNION e UNION ALL.,UNION combina resultados de dois SELECTs removendo duplicatas (faz sort). UNION ALL combina SEM remover duplicatas (sem sort). UNION ALL é mais eficiente quando duplicatas são impossíveis ou aceitáveis. As colunas devem ter mesmo número e tipos compatíveis. ORDER BY só pode aparecer no último SELECT.
Perguntas Estudo,JCL,IDCAMS DELETE,Como deletar um VSAM via JCL?,"//DELVSAM EXEC PGM=IDCAMS
//SYSPRINT DD SYSOUT=*
//SYSIN DD *
  DELETE MY.VSAM.CLUSTER CLUSTER PURGE
  SET MAXCC=0
/*
CLUSTER deleta dados e índice. PURGE ignora data de retenção. SET MAXCC=0 evita que RC=8 (not found) propague como erro ao JCL. Sem SET, um DELETE de cluster inexistente faz o step falhar com RC=8."
Perguntas Estudo,JCL,Job Scheduling,O que são schedulers de jobs no mainframe?,"Ferramentas como CA-7/CA-Scheduler, TWS (Tivoli Workload Scheduler), Control-M gerenciam dependências entre jobs, janelas de execução, calendários, e alertas. Definem fluxos: Job A completa → trigger Job B. Monitoram SLA compliance. Muito mais robusto que COND/IF/THEN para workflows batch complexos com centenas de jobs."
Perguntas Estudo,VSAM,VSAM Performance Tuning,Liste 5 técnicas de tuning VSAM.,"1) CI SIZE adequado: sequencial=grande (16-32KB), random=4KB. 2) FREESPACE para evitar splits (10-30% CI, 5-10% CA para KSDS com muitos inserts). 3) Buffers: AMP BUFND/BUFNI generosos. 4) REORG periódico quando CI/CA splits acumulam. 5) Evitar SHAREOPTIONS 3/4 se possível — usar 1 ou 2 com locking adequado."
Perguntas Estudo,CICS,Abend Handling CICS,Como tratar abends em programas CICS?,"EXEC CICS HANDLE ABEND PROGRAM('ABNDPROG') END-EXEC — desvia para programa de abend. Moderno: EXEC CICS HANDLE ABEND LABEL(9000-ABEND) ou teste RESP(WS-RESP). No handler: log informações (EIBTRNID, EIBTRMID, EIBDS), EXEC CICS SYNCPOINT ROLLBACK para desfazer alterações, enviar mensagem amigável ao operador, RETURN."
Perguntas Estudo,CICS,CICS Logging,O que é o CICS Journal/Log?,CICS System Log registra todas as alterações recuperáveis para recovery. CICS Journals são logs definidos pelo usuário para auditoria. EXEC CICS WRITE JOURNALNAME('JRNL') FROM(dados). O log do sistema permite forward/backward recovery de transações. Armazenado em MVS log streams (CF-based para sysplex).
Perguntas Estudo,Datasets,PDSE vs PDS Detail,Quais problemas do PDS o PDSE resolve?,1) Fragmentação: PDS não reclama espaço de membros deletados sem compress; PDSE gerencia automaticamente. 2) Directory full: PDS tem diretório fixo; PDSE expande dinamicamente. 3) Concurrent access: PDS tem restrições de acesso simultâneo para update; PDSE permite melhor. 4) Member size: PDSE suporta membros maiores. 5) PDSE não precisa de IEBCOPY COMPRESS.
Perguntas Estudo,z/OS Geral,Dump Analysis,Como analisar um dump de abend?,"1) Identificar o abend code (S0C7, S0C4, etc.) no job output. 2) Localizar o PSW no dump — offset da instrução que falhou. 3) Usar compile listing para mapear offset → linha do fonte COBOL. 4) Examinar registradores e dados na área do erro. 5) Ferramentas: IPCS (Interactive Problem Control System), Fault Analyzer, Abend-AID automatizam a análise."
Perguntas Estudo,z/OS Geral,Coupling Facility,O que é Coupling Facility?,"Hardware especializado em um Parallel Sysplex que fornece: cache structures (para DB2 group buffering, VSAM RLS), lock structures (para IRLM), list structures (para XCF communication). Permite que múltiplos z/OS systems compartilhem dados com alta performance e integridade. Implementada em processadores dedicados (ICF) ou no CPC como Internal CF."
Perguntas Estudo,REXX,REXX Functions,Cite 10 funções numéricas do REXX.,"1) ABS(n) — valor absoluto. 2) MAX(a,b,c) — máximo. 3) MIN(a,b,c) — mínimo. 4) TRUNC(n,d) — trunca em d decimais. 5) FORMAT(n,b,a) — formata com b antes e a após o ponto. 6) RANDOM(min,max) — número aleatório. 7) SIGN(n) — sinal (-1,0,1). 8) D2X(n) — decimal para hexadecimal. 9) X2D(hex) — hex para decimal. 10) C2D(char) — char para decimal."
Perguntas Estudo,Assembly,Condition Code,Como o condition code funciona no Assembly?,"O CC (0-3) é setado por instruções de comparação e aritmética. CR R1,R2: CC0=equal, CC1=R1 low, CC2=R1 high. Branches condicionais: BE (CC0), BL (CC1), BH (CC2), BNE (not equal), BZ (zero), BP (positive), BM (negative), BO (overflow). CLI, CLC, CP também setam CC. BRC mask,label é a forma extendida: mask é bitmap dos CCs desejados."
Perguntas Estudo,TSO/ISPF,ISPF Edit Macros,O que são edit macros no ISPF?,"Programas REXX ou CLIST que executam dentro do editor ISPF, manipulando o conteúdo de forma programática. ISREDIT MACRO para iniciar. ISREDIT FIND/CHANGE/DELETE/INSERT para editar. ISREDIT (LINENUM) = linenum para navegar. Automatizam tarefas repetitivas de edição. Ativadas com o nome como comando no command line do editor."
Perguntas Estudo,z/OS Geral,TCP/IP z/OS,Como funciona TCP/IP no z/OS?,"z/OS Communications Server implementa TCP/IP stack completo. Configurado via PROFILE.TCPIP (portas, routing), RESOLVER (DNS). Suporta: FTP/SFTP, TN3270 (terminal emulation), SSH, HTTP/HTTPS, sockets API (em COBOL, C, REXX, Java). VTAM não é necessário para TCP/IP puro. AT-TLS fornece TLS transparente para aplicações legadas."
Perguntas Estudo,z/OS Geral,Automation,O que é System Automation no z/OS?,"IBM System Automation (SA z/OS) automatiza operações: start/stop de subsistemas com dependências, monitoring de mensagens no console com ações automáticas, recovery procedures. MPF (Message Processing Facility) exits respondem a mensagens. WTOR automation responde a pedidos do sistema. Reduz necessidade de operadores humanos 24/7."
Perguntas Estudo,COBOL,ACCEPT FROM DATE,Como obter data atual no COBOL?,ACCEPT WS-DATA FROM DATE retorna YYMMDD (6 dígitos). ACCEPT WS-DATA FROM DATE YYYYMMDD retorna 8 dígitos com século. ACCEPT WS-HORA FROM TIME retorna HHMMSScc (centésimos). ACCEPT WS-DIA FROM DAY retorna YYDDD (dia juliano). ACCEPT WS-DOW FROM DAY-OF-WEEK retorna 1(segunda) a 7(domingo). FUNCTION CURRENT-DATE retorna YYYY-MM-DD-HH.MM.SS.ss±HH:MM (21 chars).
Perguntas Estudo,COBOL,COBOL Tables,Como definir e usar tabelas (arrays) em COBOL?,01 WS-TABELA. 05 WS-ITEM OCCURS 100 TIMES INDEXED BY WS-IDX. 10 WS-CODIGO PIC X(5). 10 WS-VALOR PIC S9(7)V99 COMP-3. Acesso: WS-CODIGO(WS-IDX) ou WS-CODIGO(5). SET WS-IDX TO 1. SEARCH/SEARCH ALL para busca. ASCENDING KEY IS WS-CODIGO obrigatório para SEARCH ALL. Máximo de 7 níveis de OCCURS aninhados.
Perguntas Estudo,DB2,Pagination DB2,Como fazer paginação de resultados no DB2?,"Usar FETCH FIRST n ROWS ONLY para limitar resultados. Para paginação real: SELECT * FROM (SELECT ROW_NUMBER() OVER(ORDER BY ID) AS RN, T.* FROM TABELA T) WHERE RN BETWEEN 21 AND 30. Ou usar OFFSET/FETCH (DB2 12+): SELECT * FROM T ORDER BY ID OFFSET 20 ROWS FETCH NEXT 10 ROWS ONLY. A primeira é mais portável entre versões."
Perguntas Estudo,DB2,WITH (CTE),Explique Common Table Expressions no DB2.,"WITH cte_name AS (SELECT ...) SELECT * FROM cte_name. CTEs são subqueries nomeadas que podem ser referenciadas múltiplas vezes no query principal. Recursivas: WITH RECURSIVE cte AS (SELECT base UNION ALL SELECT ... FROM cte WHERE condição). Úteis para hierarquias (org chart), séries numéricas, e simplificar queries complexos. Mais legíveis que subqueries aninhadas."
Perguntas Estudo,DB2,DB2 Data Types,Liste os tipos de dados do DB2 for z/OS.,"SMALLINT(2 bytes), INTEGER(4), BIGINT(8), DECIMAL(p,s), FLOAT/DOUBLE, REAL. CHAR(n) fixo, VARCHAR(n) variável, CLOB até 2GB. DATE, TIME, TIMESTAMP. GRAPHIC/VARGRAPHIC (DBCS). BLOB (binary). XML. ROWID (exclusivo DB2). DECFLOAT (decimal floating point). Cada tipo mapeia para COBOL: INTEGER→PIC S9(9) COMP, DECIMAL(7,2)→PIC S9(5)V99 COMP-3."
Perguntas Estudo,JCL,GDG Rollback,Como fazer rollback com GDG?,"Se o job criou GDG(+1) e falhou, o GDG(+1) pode ficar catalogado com dados parciais. Para rollback: 1) Deletar a geração com falha: DELETE MY.GDG(0) no JCL de recovery. 2) A geração anterior volta a ser (0). 3) Reexecutar o job que criará novo (+1). Automação: scheduler de jobs com step de cleanup condicional que deleta (+1) em caso de falha."
Perguntas Estudo,VSAM,VSAM in Batch,Como acessar VSAM em batch COBOL?,"SELECT ARQ-VSAM ASSIGN TO VSAMDD FILE STATUS IS WS-FS ORGANIZATION IS INDEXED ACCESS MODE IS DYNAMIC RECORD KEY IS REG-CHAVE ALTERNATE RECORD KEY IS REG-ALT WITH DUPLICATES. No JCL: //VSAMDD DD DSN=cluster,DISP=SHR,AMP=('BUFND=10'). OPEN I-O para read/write. START para posicionar. READ NEXT para browse. ACCESS DYNAMIC permite random e sequential no mesmo OPEN."
Perguntas Estudo,CICS,ASKTIME FORMATTIME,Como obter data/hora no CICS?,EXEC CICS ASKTIME ABSTIME(WS-ABSTIME) END-EXEC — obtém timestamp absoluto. EXEC CICS FORMATTIME ABSTIME(WS-ABSTIME) DDMMYYYY(WS-DATA) TIME(WS-HORA) DATESEP('/') TIMESEP(':') END-EXEC — formata. WS-DATA fica '06/04/2026'. Não use ACCEPT FROM DATE em CICS — não é thread-safe. ASKTIME/FORMATTIME são os comandos corretos.
Perguntas Estudo,CICS,TSQ e TDQ,Diferencie TSQ e TDQ no CICS.,"TSQ (Temporary Storage Queue): armazenamento temporário em memória ou disco auxiliar. Acesso direto por item number. WRITEQ TS/READQ TS/DELETEQ TS. Não disparavel. Ideal para dados de sessão. TDQ (Transient Data Queue): fila de mensagens. Intrapartition (interna, pode ter trigger — ATI) ou Extrapartition (mapeada para dataset sequencial). WRITEQ TD/READQ TD. TDQ intra com trigger level inicia transação automaticamente."
Perguntas Estudo,CICS,CICS Enqueue,Como fazer enqueue/dequeue no CICS?,"EXEC CICS ENQ RESOURCE(WS-RECURSO) LENGTH(WS-LEN) NOSUSPEND RESP(WS-RESP) END-EXEC. Se NOSUSPEND e recurso já lockado, RESP retorna DFHRESP(ENQBUSY). Sem NOSUSPEND, a task espera. DEQ libera: EXEC CICS DEQ RESOURCE(WS-RECURSO) LENGTH(WS-LEN) END-EXEC. Usado para serializar acesso a recursos que não são VSAM (ex: sequência numérica compartilhada)."
Perguntas Estudo,Datasets,VSAM Types Summary,Resuma quando usar cada tipo VSAM.,"KSDS: quando acesso por chave é principal (cadastros, contas, clientes). ESDS: quando ordem de inserção importa (logs, journals, audit trail). RRDS: quando chave é numérica sequencial (lookup tables, slot-based). LDS: quando subsistema gerencia internamente (DB2 tablespaces, DIV). Na prática: ~80% é KSDS, ~15% ESDS, ~5% RRDS/LDS em instalações típicas."
Perguntas Estudo,z/OS Geral,Batch Window,O que é batch window?,"Período (geralmente noturno) quando sistemas online (CICS) são desativados ou reduzidos para processamento batch intensivo: fechamentos contábeis, cálculos de juros, geração de extratos, cargas de dados, backups. Duração típica: 4-8 horas. Pressão para reduzir batch window levou a técnicas como online batch, continuous availability e real-time processing."
Perguntas Estudo,z/OS Geral,DevOps Mainframe,O que é DevOps no mainframe?,"Aplicar práticas DevOps ao desenvolvimento mainframe: Git para controle de versão de COBOL/JCL (via Zowe CLI ou IBM DBB), CI/CD pipelines (Jenkins, GitLab CI) com build/test/deploy automatizado, infraestrutura como código, monitoramento contínuo. Ferramentas: IBM Dependency Based Build (DBB), Rocket Git, Zowe CLI, IDz (Eclipse). Desafio: cultura e processos legados."
Perguntas Estudo,COBOL,COBOL Copybook Layout,Crie um copybook de cliente completo.,"01 REG-CLIENTE.
   05 CLI-CPF           PIC 9(11).
   05 CLI-NOME           PIC X(40).
   05 CLI-DT-NASCIMENTO  PIC 9(8).
   05 CLI-ENDERECO.
      10 CLI-LOGRADOURO  PIC X(50).
      10 CLI-NUMERO      PIC 9(5).
      10 CLI-CIDADE      PIC X(30).
      10 CLI-UF          PIC X(2).
      10 CLI-CEP         PIC 9(8).
   05 CLI-SALDO          PIC S9(13)V99 COMP-3.
   05 CLI-STATUS         PIC X(1).
      88 CLI-ATIVO       VALUE 'A'.
      88 CLI-INATIVO     VALUE 'I'."
Perguntas Estudo,DB2,DB2 Utilities List,Liste 10 utilitários do DB2.,1) RUNSTATS — estatísticas. 2) REORG — reorganiza tablespace/index. 3) COPY — backup. 4) RECOVER — restore. 5) LOAD — carga massiva. 6) UNLOAD — descarga para sequencial. 7) CHECK DATA — verifica integridade referencial. 8) CHECK INDEX — verifica integridade de índice. 9) MODIFY — gerencia recovery assets. 10) QUIESCE — ponto de consistência para recovery.
Perguntas Estudo,JCL,JCL Debug,Como debugar erros de JCL?,"1) TYPRUN=SCAN para validar sintaxe antes de executar. 2) Verificar JESMSGLG, JESJCL, JESYSMSG no output do job. 3) IEF mensagens indicam erros de alocação (IEF212I dataset not found). 4) MSGLEVEL=(1,1) mostra todas as alocações. 5) Verificar DISP conflicts (dataset em uso por outro job). 6) Verificar que PROC parâmetros estão corretos."
Perguntas Estudo,Assembly,LA Instruction,O que faz a instrução LA?,"LA (Load Address) R1,D2(X2,B2) carrega o ENDEREÇO calculado (B2+X2+D2) no registrador R1, sem acessar memória. LA R3,0 zera R3. LA R3,1(,R3) incrementa R3 em 1. LA R3,FIELD carrega endereço de FIELD. Diferente de L (Load) que carrega o CONTEÚDO da memória. LA é usada para endereçamento e aritmética simples (0-4095)."
Perguntas Estudo,REXX,REXX Date Functions,Como manipular datas no REXX?,"DATE() — data atual formato DD Mon YYYY. DATE('S') — YYYYMMDD sorted. DATE('B') — base days (dia juliano absoluto). DATE('O') — YY/MM/DD. Para converter: DATE('S', data_input, 'B') converte base para sorted. Aritmética: dias = DATE('B') - DATE('B', '20250101', 'S') calcula diferença em dias. Muito flexível para cálculos de data."
Perguntas Estudo,CICS,START Command,O que faz o comando START no CICS?,EXEC CICS START TRANSID('TXN2') FROM(WS-DADOS) LENGTH(WS-LEN) AFTER HOURS(1) MINUTES(30) END-EXEC. Agenda uma transação para execução futura. INTERVAL/AFTER/AT controlam quando. FROM passa dados via retrieve (EXEC CICS RETRIEVE). TERMID especifica terminal. Usado para processamento assíncrono e scheduling dentro do CICS.
Perguntas Estudo,z/OS Geral,EBCDIC vs ASCII,Qual a diferença entre EBCDIC e ASCII?,"EBCDIC (Extended Binary Coded Decimal Interchange Code) é a codificação nativa do mainframe. Letras A-I=C1-C9, J-R=D1-D9, S-Z=E2-E9. Dígitos 0-9=F0-F9. ASCII é padrão em PCs/UNIX: A=41, 0=30. Conversão necessária em integração mainframe-distribuído. ICONV no UNIX, INSPECT CONVERTING, ou utilitários dedicados fazem a conversão."
Perguntas Estudo,z/OS Geral,SYSLOG,O que é o SYSLOG no z/OS?,"System Log registra todas as mensagens emitidas pelo z/OS, subsistemas e jobs: mensagens WTO, comandos do operador, respostas do sistema, erros, IPL messages. Armazenado em SYSLOG dataset ou log stream. Visualizado via SDSF (LOG command), OPERLOG, ou ferramentas de monitoramento. Essencial para troubleshooting e auditoria de eventos do sistema."
Perguntas Estudo,COBOL,PERFORM INLINE,Explique PERFORM inline vs out-of-line.,"Inline: PERFORM ... END-PERFORM sem nome de parágrafo — o código está dentro do PERFORM. Out-of-line: PERFORM NOME-PARAGRAFO executa código em outro local. Inline é ideal para loops simples. Out-of-line promove reuso. Ambos suportam VARYING, TIMES, UNTIL. Inline não pode ser chamado de outro lugar; out-of-line sim."
Perguntas Estudo,COBOL,OPEN Modes,Explique os modos de OPEN no COBOL.,"OPEN INPUT — somente leitura. OPEN OUTPUT — somente escrita (cria do zero). OPEN I-O — leitura e escrita (REWRITE, DELETE). OPEN EXTEND — append no final (como MOD no JCL). Para VSAM KSDS, I-O permite READ/WRITE/REWRITE/DELETE. INPUT e OUTPUT permitem apenas uma direção. I-O requer ORGANIZATION IS INDEXED ou RELATIVE."
Perguntas Estudo,COBOL,Arithmetic Verbs,"Compare ADD, SUBTRACT, MULTIPLY, DIVIDE com COMPUTE.","ADD A TO B GIVING C. SUBTRACT A FROM B. MULTIPLY A BY B GIVING C. DIVIDE A INTO B GIVING C REMAINDER R. Cada verbo é explícito e auto-documentado. COMPUTE C = A + B * D / E é mais conciso para expressões complexas. Todos suportam ROUNDED e ON SIZE ERROR. Para operações simples, verbos individuais são mais claros."
Perguntas Estudo,COBOL,WRITE ADVANCING,Explique WRITE com ADVANCING.,WRITE REG-SAIDA FROM WS-LINHA AFTER ADVANCING 2 LINES. BEFORE/AFTER ADVANCING n LINES — pula n linhas antes/depois de escrever. AFTER ADVANCING PAGE — nova página. AFTER ADVANCING 0 LINES — overprint (mesma linha). Usado em relatórios para controlar espaçamento. Requer RECFM=FBA ou VBA (A = ASA control character).
Perguntas Estudo,COBOL,USAGE Clause,Explique a cláusula USAGE em detalhe.,"USAGE DISPLAY — padrão, caractere EBCDIC (1 byte/dígito). USAGE COMP/BINARY — binário. USAGE COMP-3/PACKED-DECIMAL — empacotado. USAGE COMP-1 — float 4 bytes. USAGE COMP-2 — float 8 bytes. USAGE COMP-5 — binário nativo (sem truncamento COBOL). USAGE INDEX — para índices de tabela. USAGE POINTER — ponteiro de endereço (4/8 bytes). USAGE NATIONAL — UTF-16."
Perguntas Estudo,COBOL,Paragraph vs Section,Qual a diferença entre parágrafo e seção?,Seção: tem nome seguido de SECTION. Contém um ou mais parágrafos. PERFORM SECTION executa todos os parágrafos dentro. Parágrafo: nome seguido de ponto. Unidade básica de organização. PERFORM parágrafo executa só aquele parágrafo. Seções são usadas em DECLARATIVES e para agrupar lógica relacionada. Parágrafos são mais granulares.
Perguntas Estudo,COBOL,COBOL Reserved Words,Cite 15 palavras reservadas do COBOL.,"ADD, ACCEPT, CALL, CLOSE, COMPUTE, DELETE, DISPLAY, DIVIDE, EVALUATE, EXIT, GO, IF, INITIALIZE, INSPECT, MERGE, MOVE, MULTIPLY, OPEN, PERFORM, READ, RETURN, REWRITE, SEARCH, SET, SORT, START, STOP, STRING, SUBTRACT, UNSTRING, WRITE. Não podem ser usadas como nomes de variáveis ou parágrafos. A lista completa tem ~300+ palavras."
Perguntas Estudo,COBOL,COBOL Batch Pattern,Descreva o padrão clássico de um programa batch COBOL.,"1) OPEN files. 2) READ primeiro registro (priming read). 3) PERFORM UNTIL EOF: processar registro, acumular totais, WRITE saída, READ próximo registro. 4) CLOSE files. 5) DISPLAY totais. 6) STOP RUN. O priming read antes do loop garante que a condição de EOF é testada antes de processar. É o padrão read-ahead (Böhm-Jacopini)."
Perguntas Estudo,COBOL,COBOL and LE Options,Cite 5 opções runtime do Language Environment para COBOL.,"1) TRAP(ON) — intercepta abends para tratamento LE. 2) STORAGE(00,00,00) — inicializa storage (00=zeros, FF=high-values). 3) RPTOPTS(ON) — reporta opções em uso no output. 4) ABSLANG(EN) — idioma das mensagens. 5) CBLPSHPOP(ON) — save/restore HANDLE para CICS. Definidas em CEOPT/PARM no JCL ou CEEUOPT module no programa."
Perguntas Estudo,DB2,LOAD Utility,Explique o LOAD utility do DB2.,"LOAD DATA INTO TABLE tabela (col1 POSITION(1:10) CHAR, col2 POSITION(11:20) INTEGER) replaces. Carrega dados de dataset sequencial para tabela DB2 muito mais rápido que INSERT individual — bypassa log, lock, constraint checking. REPLACE substitui dados; RESUME (YES) adiciona. LOG(NO) para máxima velocidade. Precisa REPAIR/CHECK depois."
Perguntas Estudo,DB2,UNLOAD Utility,O que faz o UNLOAD do DB2?,Extrai dados de tabela DB2 para dataset sequencial. Mais rápido que SELECT para descarga massiva — lê diretamente as páginas. UNLOAD TABLESPACE db.ts ou FROM TABLE tabela. Gera arquivo de dados e LOAD statement para recarga. SHRLEVEL CHANGE permite acesso concorrente durante UNLOAD.
Perguntas Estudo,DB2,Referential Integrity,Explique integridade referencial no DB2.,"FOREIGN KEY (col) REFERENCES parent(col) ON DELETE CASCADE/RESTRICT/SET NULL. CASCADE: delete pai deleta filhos. RESTRICT: não permite delete se filhos existem. SET NULL: filhos ficam com NULL na FK. CHECK DATA utility verifica violações. RI constraints são verificadas automaticamente em INSERT/UPDATE/DELETE. SQLCODE=-530 (FK violation insert), -532 (FK violation delete)."
Perguntas Estudo,DB2,View DB2,Para que servem Views no DB2?,"CREATE VIEW V_ATIVOS AS SELECT * FROM CLIENTES WHERE STATUS = 'A'. Views são queries armazenadas que se comportam como tabelas virtuais. Usos: segurança (expor só colunas/rows permitidas), simplificação (queries complexas encapsuladas), compatibilidade (mudar tabela base sem afetar programas). Views updatable permitem INSERT/UPDATE/DELETE sob certas condições."
Perguntas Estudo,DB2,Dynamic SQL,Diferencie SQL estático e dinâmico no DB2.,"Estático: SQL codificado no fonte, pré-compilado e BINDed — access path fixado no BIND, mais seguro e previsível. Dinâmico: SQL montado como string em runtime (PREPARE/EXECUTE ou EXECUTE IMMEDIATE) — flexível mas otimizado a cada execução. Estático: 90% dos casos. Dinâmico: queries ad-hoc, colunas/tabelas variáveis. SPUFI usa dinâmico."
Perguntas Estudo,DB2,SPUFI,O que é SPUFI?,"SQL Processing Using File Input — ferramenta ISPF para executar SQL interativamente. Edita SQL em um dataset, executa contra DB2, e mostra resultados formatados. Menu: ISPF → DB2I → SPUFI. Ideal para: testes de queries, criação de objetos (CREATE TABLE), consultas ad-hoc, verificação de dados. Usa SQL dinâmico internamente."
Perguntas Estudo,DB2,DB2 Compression,Explique compressão no DB2.,"ALTER TABLESPACE db.ts COMPRESS YES ativa compressão de dados. DB2 usa dicionário de compressão (Huffman-based) criado pelo LOAD ou REORG. Reduz espaço em 50-80% para dados textuais. Benefícios: menos I/O, mais dados no buffer pool. Custo: CPU para compress/decompress. Data pages e index pages podem ser comprimidas independentemente."
Perguntas Estudo,DB2,DB2 Program Prep,Descreva os passos de preparação de um programa COBOL/DB2.,"1) Pré-compilação (DSNHPC): extrai SQL do fonte, gera fonte modificado + DBRM. 2) Compile (IGYCRCTL): compila fonte modificado → objeto. 3) Link-edit: objeto → load module. 4) BIND PACKAGE: DBRM → package no DB2 com access paths. 5) BIND PLAN: agrupa packages em plano executável. O proc DSNHCOB2 automatiza os passos 1-3."
Perguntas Estudo,JCL,EXEC PARM Length,Qual o tamanho máximo do PARM no JCL?,"O PARM no EXEC statement tem máximo de 100 caracteres. Para programas COBOL que precisam de mais parâmetros, alternativas incluem: 1) Usar DD SYSIN com dados inline ou dataset. 2) Usar variáveis de ambiente (USS). 3) Ler parâmetros de um dataset de configuração. 4) Usar PARM para passar o nome do dataset de configuração."
